unit,n_portion,sex,age,country,time,value
PC,1-4,M,Y65-74,PT,2019 ,63.3
PC,1-4,M,Y65-74,RO,2019 ,13.6
PC,1-4,M,Y65-74,RS,2019 ,41.8
PC,1-4,M,Y65-74,SE,2019 ,47.7
PC,1-4,M,Y65-74,SI,2019 ,60.5
PC,1-4,M,Y65-74,SK,2019 ,32.6
PC,1-4,M,Y65-74,TR,2019 ,61.5
PC,1-4,M,Y65-74,UK,2019 ,
PC,1-4,M,Y_GE18,AT,2019 ,52.0
PC,1-4,M,Y_GE18,BE,2019 ,66.5
PC,1-4,M,Y_GE18,BG,2019 ,39.2
PC,1-4,M,Y_GE18,CY,2019 ,59.0
PC,1-4,M,Y_GE18,CZ,2019 ,34.8
PC,1-4,M,Y_GE18,DE,2019 ,44.9
PC,1-4,M,Y_GE18,DK,2019 ,29.0
PC,1-4,M,Y_GE18,EE,2019 ,36.9
PC,1-4,M,Y_GE18,EL,2019 ,48.3
PC,1-4,M,Y_GE18,ES,2019 ,62.1
PC,1-4,M,Y_GE18,EU27_2020,2019 ,53.4
PC,1-4,M,Y_GE18,EU28,2019 ,
PC,1-4,M,Y_GE18,FI,2019 ,43.0
PC,1-4,M,Y_GE18,FR,2019 ,54.4
PC,1-4,M,Y_GE18,HR,2019 ,54.8
PC,1-4,M,Y_GE18,HU,2019 ,49.4
PC,1-4,M,Y_GE18,IE,2019 ,52.7
PC,1-4,M,Y_GE18,IS,2019 ,51.8
PC,1-4,M,Y_GE18,IT,2019 ,65.6
PC,1-4,M,Y_GE18,LT,2019 ,36.4
PC,1-4,M,Y_GE18,LU,2019 ,26.5
PC,1-4,M,Y_GE18,LV,2019 ,22.3
PC,1-4,M,Y_GE18,MT,2019 ,48.2
PC,1-4,M,Y_GE18,NL,2019 ,28.0
PC,1-4,M,Y_GE18,NO,2019 ,56.9
PC,1-4,M,Y_GE18,PL,2019 ,40.9
PC,1-4,M,Y_GE18,PT,2019 ,57.5
PC,1-4,M,Y_GE18,RO,2019 ,13.5
PC,1-4,M,Y_GE18,RS,2019 ,37.9
PC,1-4,M,Y_GE18,SE,2019 ,44.0
PC,1-4,M,Y_GE18,SI,2019 ,60.0
PC,1-4,M,Y_GE18,SK,2019 ,36.8
PC,1-4,M,Y_GE18,TR,2019 ,56.1
PC,1-4,M,Y_GE18,UK,2019 ,
PC,1-4,M,Y_GE65,AT,2019 ,65.9
PC,1-4,M,Y_GE65,BE,2019 ,74.7
PC,1-4,M,Y_GE65,BG,2019 ,43.8
PC,1-4,M,Y_GE65,CY,2019 ,67.2
PC,1-4,M,Y_GE65,CZ,2019 ,40.1
PC,1-4,M,Y_GE65,DE,2019 ,57.8
PC,1-4,M,Y_GE65,DK,2019 ,38.8
PC,1-4,M,Y_GE65,EE,2019 ,43.4
PC,1-4,M,Y_GE65,EL,2019 ,54.4
PC,1-4,M,Y_GE65,ES,2019 ,73.1
PC,1-4,M,Y_GE65,EU27_2020,2019 ,61.2
PC,1-4,M,Y_GE65,EU28,2019 ,
PC,1-4,M,Y_GE65,FI,2019 ,49.8
PC,1-4,M,Y_GE65,FR,2019 ,62.8
PC,1-4,M,Y_GE65,HR,2019 ,59.6
PC,1-4,M,Y_GE65,HU,2019 ,66.6
PC,1-4,M,Y_GE65,IE,2019 ,53.5
PC,1-4,M,Y_GE65,IS,2019 ,59.4
PC,1-4,M,Y_GE65,IT,2019 ,71.8
PC,1-4,M,Y_GE65,LT,2019 ,50.4
PC,1-4,M,Y_GE65,LU,2019 ,34.0
PC,1-4,M,Y_GE65,LV,2019 ,24.3
PC,1-4,M,Y_GE65,MT,2019 ,58.8
PC,1-4,M,Y_GE65,NL,2019 ,30.5
PC,1-4,M,Y_GE65,NO,2019 ,66.7
PC,1-4,M,Y_GE65,PL,2019 ,36.6
PC,1-4,M,Y_GE65,PT,2019 ,65.0
PC,1-4,M,Y_GE65,RO,2019 ,15.9
PC,1-4,M,Y_GE65,RS,2019 ,39.6
PC,1-4,M,Y_GE65,SE,2019 ,48.0
PC,1-4,M,Y_GE65,SI,2019 ,67.5
PC,1-4,M,Y_GE65,SK,2019 ,33.4
PC,1-4,M,Y_GE65,TR,2019 ,59.1
PC,1-4,M,Y_GE65,UK,2019 ,
PC,1-4,M,Y_GE75,AT,2019 ,69.4
PC,1-4,M,Y_GE75,BE,2019 ,74.8
PC,1-4,M,Y_GE75,BG,2019 ,42.2
PC,1-4,M,Y_GE75,CY,2019 ,66.1
PC,1-4,M,Y_GE75,CZ,2019 ,43.8
PC,1-4,M,Y_GE75,DE,2019 ,62.0
PC,1-4,M,Y_GE75,DK,2019 ,44.8
PC,1-4,M,Y_GE75,EE,2019 ,43.4
PC,1-4,M,Y_GE75,EL,2019 ,54.6
PC,1-4,M,Y_GE75,ES,2019 ,77.5
PC,1-4,M,Y_GE75,EU27_2020,2019 ,63.4
PC,1-4,M,Y_GE75,EU28,2019 ,
PC,1-4,M,Y_GE75,FI,2019 ,53.7
PC,1-4,M,Y_GE75,FR,2019 ,66.6
PC,1-4,M,Y_GE75,HR,2019 ,58.9
PC,1-4,M,Y_GE75,HU,2019 ,69.6
PC,1-4,M,Y_GE75,IE,2019 ,52.6
PC,1-4,M,Y_GE75,IS,2019 ,56.7
PC,1-4,M,Y_GE75,IT,2019 ,71.8
PC,1-4,M,Y_GE75,LT,2019 ,53.7
PC,1-4,M,Y_GE75,LU,2019 ,23.4
PC,1-4,M,Y_GE75,LV,2019 ,22.9
PC,1-4,M,Y_GE75,MT,2019 ,66.2
PC,1-4,M,Y_GE75,NL,2019 ,38.7
PC,1-4,M,Y_GE75,NO,2019 ,73.8
PC,1-4,M,Y_GE75,PL,2019 ,37.7
PC,1-4,M,Y_GE75,PT,2019 ,66.8
PC,1-4,M,Y_GE75,RO,2019 ,17.7
PC,1-4,M,Y_GE75,RS,2019 ,37.1
PC,1-4,M,Y_GE75,SE,2019 ,48.2
PC,1-4,M,Y_GE75,SI,2019 ,76.4
PC,1-4,M,Y_GE75,SK,2019 ,34.4
PC,1-4,M,Y_GE75,TR,2019 ,55.3
PC,1-4,M,Y_GE75,UK,2019 ,
PC,1-4,T,TOTAL,AT,2019 ,60.2
PC,1-4,T,TOTAL,BE,2019 ,69.0
PC,1-4,T,TOTAL,BG,2019 ,41.2
PC,1-4,T,TOTAL,CY,2019 ,58.9
PC,1-4,T,TOTAL,CZ,2019 ,40.4
PC,1-4,T,TOTAL,DE,2019 ,55.5
PC,1-4,T,TOTAL,DK,2019 ,32.7
PC,1-4,T,TOTAL,EE,2019 ,43.1
PC,1-4,T,TOTAL,EL,2019 ,53.4
PC,1-4,T,TOTAL,ES,2019 ,64.5
PC,1-4,T,TOTAL,EU27_2020,2019 ,56.0
PC,1-4,T,TOTAL,EU28,2019 ,
PC,1-4,T,TOTAL,FI,2019 ,44.9
PC,1-4,T,TOTAL,FR,2019 ,56.7
PC,1-4,T,TOTAL,HR,2019 ,60.6
PC,1-4,T,TOTAL,HU,2019 ,55.8
PC,1-4,T,TOTAL,IE,2019 ,50.6
PC,1-4,T,TOTAL,IS,2019 ,55.8
PC,1-4,T,TOTAL,IT,2019 ,66.0
PC,1-4,T,TOTAL,LT,2019 ,38.7
PC,1-4,T,TOTAL,LU,2019 ,35.8
PC,1-4,T,TOTAL,LV,2019 ,28.6
PC,1-4,T,TOTAL,MT,2019 ,52.0
PC,1-4,T,TOTAL,NL,2019 ,31.6
PC,1-4,T,TOTAL,NO,2019 ,60.2
PC,1-4,T,TOTAL,PL,2019 ,48.5
PC,1-4,T,TOTAL,PT,2019 ,59.4
PC,1-4,T,TOTAL,RO,2019 ,17.8
PC,1-4,T,TOTAL,RS,2019 ,43.7
PC,1-4,T,TOTAL,SE,2019 ,51.0
PC,1-4,T,TOTAL,SI,2019 ,64.8
PC,1-4,T,TOTAL,SK,2019 ,45.1
PC,1-4,T,TOTAL,TR,2019 ,58.2
PC,1-4,T,TOTAL,UK,2019 ,
PC,1-4,T,Y15-19,AT,2019 ,
PC,1-4,T,Y15-19,BE,2019 ,
PC,1-4,T,Y15-19,BG,2019 ,
PC,1-4,T,Y15-19,CY,2019 ,
PC,1-4,T,Y15-19,CZ,2019 ,
PC,1-4,T,Y15-19,DE,2019 ,
PC,1-4,T,Y15-19,DK,2019 ,
PC,1-4,T,Y15-19,EE,2019 ,
PC,1-4,T,Y15-19,EL,2019 ,
PC,1-4,T,Y15-19,ES,2019 ,
PC,1-4,T,Y15-19,EU28,2019 ,
PC,1-4,T,Y15-19,FI,2019 ,
PC,1-4,T,Y15-19,FR,2019 ,
PC,1-4,T,Y15-19,HR,2019 ,
PC,1-4,T,Y15-19,HU,2019 ,
PC,1-4,T,Y15-19,IE,2019 ,
PC,1-4,T,Y15-19,IS,2019 ,
PC,1-4,T,Y15-19,IT,2019 ,
PC,1-4,T,Y15-19,LT,2019 ,
PC,1-4,T,Y15-19,LU,2019 ,
PC,1-4,T,Y15-19,LV,2019 ,
PC,1-4,T,Y15-19,MT,2019 ,
PC,1-4,T,Y15-19,NL,2019 ,
PC,1-4,T,Y15-19,NO,2019 ,
PC,1-4,T,Y15-19,PL,2019 ,
PC,1-4,T,Y15-19,PT,2019 ,
PC,1-4,T,Y15-19,RO,2019 ,
PC,1-4,T,Y15-19,SE,2019 ,
PC,1-4,T,Y15-19,SI,2019 ,
PC,1-4,T,Y15-19,SK,2019 ,
PC,1-4,T,Y15-19,TR,2019 ,
PC,1-4,T,Y15-19,UK,2019 ,
PC,1-4,T,Y15-24,AT,2019 ,43.9
PC,1-4,T,Y15-24,BE,2019 ,64.6
PC,1-4,T,Y15-24,BG,2019 ,49.3
PC,1-4,T,Y15-24,CY,2019 ,50.4
PC,1-4,T,Y15-24,CZ,2019 ,41.8
PC,1-4,T,Y15-24,DE,2019 ,47.4
PC,1-4,T,Y15-24,DK,2019 ,27.9
PC,1-4,T,Y15-24,EE,2019 ,37.7
PC,1-4,T,Y15-24,EL,2019 ,53.7
PC,1-4,T,Y15-24,ES,2019 ,47.8
PC,1-4,T,Y15-24,EU27_2020,2019 ,46.5
PC,1-4,T,Y15-24,EU28,2019 ,
PC,1-4,T,Y15-24,FI,2019 ,36.4
PC,1-4,T,Y15-24,FR,2019 ,49.8
PC,1-4,T,Y15-24,HR,2019 ,42.9
PC,1-4,T,Y15-24,HU,2019 ,49.3
PC,1-4,T,Y15-24,IE,2019 ,44.3
PC,1-4,T,Y15-24,IS,2019 ,47.6
PC,1-4,T,Y15-24,IT,2019 ,54.1
PC,1-4,T,Y15-24,LT,2019 ,37.9
PC,1-4,T,Y15-24,LU,2019 ,33.8
PC,1-4,T,Y15-24,LV,2019 ,34.6
PC,1-4,T,Y15-24,MT,2019 ,39.2
PC,1-4,T,Y15-24,NL,2019 ,25.6
PC,1-4,T,Y15-24,NO,2019 ,53.4
PC,1-4,T,Y15-24,PL,2019 ,53.2
PC,1-4,T,Y15-24,PT,2019 ,47.6
PC,1-4,T,Y15-24,RO,2019 ,24.6
PC,1-4,T,Y15-24,RS,2019 ,45.9
PC,1-4,T,Y15-24,SE,2019 ,42.4
PC,1-4,T,Y15-24,SI,2019 ,46.9
PC,1-4,T,Y15-24,SK,2019 ,53.0
PC,1-4,T,Y15-24,TR,2019 ,51.7
PC,1-4,T,Y15-24,UK,2019 ,
PC,1-4,T,Y15-29,AT,2019 ,43.2
PC,1-4,T,Y15-29,BE,2019 ,65.8
PC,1-4,T,Y15-29,BG,2019 ,45.8
PC,1-4,T,Y15-29,CY,2019 ,50.0
PC,1-4,T,Y15-29,CZ,2019 ,41.4
PC,1-4,T,Y15-29,DE,2019 ,47.2
PC,1-4,T,Y15-29,DK,2019 ,27.8
PC,1-4,T,Y15-29,EE,2019 ,37.1
PC,1-4,T,Y15-29,EL,2019 ,50.9
PC,1-4,T,Y15-29,ES,2019 ,49.6
PC,1-4,T,Y15-29,EU27_2020,2019 ,46.5
PC,1-4,T,Y15-29,EU28,2019 ,
PC,1-4,T,Y15-29,FI,2019 ,37.6
PC,1-4,T,Y15-29,FR,2019 ,50.5
PC,1-4,T,Y15-29,HR,2019 ,37.7
PC,1-4,T,Y15-29,HU,2019 ,47.4
PC,1-4,T,Y15-29,IE,2019 ,45.9
PC,1-4,T,Y15-29,IS,2019 ,49.4
PC,1-4,T,Y15-29,IT,2019 ,53.0
PC,1-4,T,Y15-29,LT,2019 ,39.5
PC,1-4,T,Y15-29,LU,2019 ,35.3
PC,1-4,T,Y15-29,LV,2019 ,34.1
PC,1-4,T,Y15-29,MT,2019 ,40.7
PC,1-4,T,Y15-29,NL,2019 ,26.0
PC,1-4,T,Y15-29,NO,2019 ,54.4
PC,1-4,T,Y15-29,PL,2019 ,52.4
PC,1-4,T,Y15-29,PT,2019 ,45.4
PC,1-4,T,Y15-29,RO,2019 ,22.3
PC,1-4,T,Y15-29,RS,2019 ,44.6
PC,1-4,T,Y15-29,SE,2019 ,42.9
PC,1-4,T,Y15-29,SI,2019 ,47.0
PC,1-4,T,Y15-29,SK,2019 ,48.7
PC,1-4,T,Y15-29,TR,2019 ,52.4
PC,1-4,T,Y15-29,UK,2019 ,
PC,1-4,T,Y15-44,AT,2019 ,
PC,1-4,T,Y15-44,BE,2019 ,
PC,1-4,T,Y15-44,BG,2019 ,
PC,1-4,T,Y15-44,CY,2019 ,
PC,1-4,T,Y15-44,CZ,2019 ,
PC,1-4,T,Y15-44,DE,2019 ,
PC,1-4,T,Y15-44,DK,2019 ,
PC,1-4,T,Y15-44,EE,2019 ,
PC,1-4,T,Y15-44,EL,2019 ,
PC,1-4,T,Y15-44,ES,2019 ,
PC,1-4,T,Y15-44,EU27_2020,2019 ,
PC,1-4,T,Y15-44,EU28,2019 ,
PC,1-4,T,Y15-44,FI,2019 ,
PC,1-4,T,Y15-44,FR,2019 ,
PC,1-4,T,Y15-44,HR,2019 ,
PC,1-4,T,Y15-44,HU,2019 ,
PC,1-4,T,Y15-44,IE,2019 ,
PC,1-4,T,Y15-44,IS,2019 ,
PC,1-4,T,Y15-44,IT,2019 ,
PC,1-4,T,Y15-44,LT,2019 ,
PC,1-4,T,Y15-44,LU,2019 ,
PC,1-4,T,Y15-44,LV,2019 ,
PC,1-4,T,Y15-44,MT,2019 ,
PC,1-4,T,Y15-44,NL,2019 ,
PC,1-4,T,Y15-44,NO,2019 ,
PC,1-4,T,Y15-44,PL,2019 ,
PC,1-4,T,Y15-44,PT,2019 ,
PC,1-4,T,Y15-44,RO,2019 ,
PC,1-4,T,Y15-44,SE,2019 ,
PC,1-4,T,Y15-44,SI,2019 ,
PC,1-4,T,Y15-44,SK,2019 ,
PC,1-4,T,Y15-44,TR,2019 ,
PC,1-4,T,Y15-44,UK,2019 ,
PC,1-4,T,Y15-64,AT,2019 ,52.8
PC,1-4,T,Y15-64,BE,2019 ,65.3
PC,1-4,T,Y15-64,BG,2019 ,41.4
PC,1-4,T,Y15-64,CY,2019 ,53.7
PC,1-4,T,Y15-64,CZ,2019 ,39.4
PC,1-4,T,Y15-64,DE,2019 ,49.8
PC,1-4,T,Y15-64,DK,2019 ,29.2
PC,1-4,T,Y15-64,EE,2019 ,40.3
PC,1-4,T,Y15-64,EL,2019 ,52.3
PC,1-4,T,Y15-64,ES,2019 ,59.6
PC,1-4,T,Y15-64,EU27_2020,2019 ,52.3
PC,1-4,T,Y15-64,EU28,2019 ,
PC,1-4,T,Y15-64,FI,2019 ,38.5
PC,1-4,T,Y15-64,FR,2019 ,53.3
PC,1-4,T,Y15-64,HR,2019 ,55.3
PC,1-4,T,Y15-64,HU,2019 ,49.9
PC,1-4,T,Y15-64,IE,2019 ,48.4
PC,1-4,T,Y15-64,IS,2019 ,53.3
PC,1-4,T,Y15-64,IT,2019 ,62.0
PC,1-4,T,Y15-64,LT,2019 ,37.7
PC,1-4,T,Y15-64,LU,2019 ,33.2
PC,1-4,T,Y15-64,LV,2019 ,31.2
PC,1-4,T,Y15-64,MT,2019 ,46.9
PC,1-4,T,Y15-64,NL,2019 ,28.3
PC,1-4,T,Y15-64,NO,2019 ,57.8
PC,1-4,T,Y15-64,PL,2019 ,49.7
PC,1-4,T,Y15-64,PT,2019 ,55.4
PC,1-4,T,Y15-64,RO,2019 ,17.8
PC,1-4,T,Y15-64,RS,2019 ,42.7
PC,1-4,T,Y15-64,SE,2019 ,47.3
PC,1-4,T,Y15-64,SI,2019 ,58.3
PC,1-4,T,Y15-64,SK,2019 ,46.4
PC,1-4,T,Y15-64,TR,2019 ,58.3
PC,1-4,T,Y15-64,UK,2019 ,
PC,1-4,T,Y20-24,AT,2019 ,
PC,1-4,T,Y20-24,BE,2019 ,
PC,1-4,T,Y20-24,BG,2019 ,
PC,1-4,T,Y20-24,CY,2019 ,
PC,1-4,T,Y20-24,CZ,2019 ,
PC,1-4,T,Y20-24,DE,2019 ,
PC,1-4,T,Y20-24,DK,2019 ,
PC,1-4,T,Y20-24,EE,2019 ,
PC,1-4,T,Y20-24,EL,2019 ,
PC,1-4,T,Y20-24,ES,2019 ,
PC,1-4,T,Y20-24,EU28,2019 ,
PC,1-4,T,Y20-24,FI,2019 ,
PC,1-4,T,Y20-24,FR,2019 ,
PC,1-4,T,Y20-24,HR,2019 ,
PC,1-4,T,Y20-24,HU,2019 ,
PC,1-4,T,Y20-24,IE,2019 ,
PC,1-4,T,Y20-24,IS,2019 ,
PC,1-4,T,Y20-24,IT,2019 ,
PC,1-4,T,Y20-24,LT,2019 ,
PC,1-4,T,Y20-24,LU,2019 ,
PC,1-4,T,Y20-24,LV,2019 ,
PC,1-4,T,Y20-24,MT,2019 ,
PC,1-4,T,Y20-24,NL,2019 ,
PC,1-4,T,Y20-24,NO,2019 ,
PC,1-4,T,Y20-24,PL,2019 ,
PC,1-4,T,Y20-24,PT,2019 ,
PC,1-4,T,Y20-24,RO,2019 ,
PC,1-4,T,Y20-24,SE,2019 ,
PC,1-4,T,Y20-24,SI,2019 ,
PC,1-4,T,Y20-24,SK,2019 ,
PC,1-4,T,Y20-24,TR,2019 ,
PC,1-4,T,Y20-24,UK,2019 ,
PC,1-4,T,Y25-29,AT,2019 ,
PC,1-4,T,Y25-29,BE,2019 ,
PC,1-4,T,Y25-29,BG,2019 ,
PC,1-4,T,Y25-29,CY,2019 ,
PC,1-4,T,Y25-29,CZ,2019 ,
PC,1-4,T,Y25-29,DE,2019 ,
PC,1-4,T,Y25-29,DK,2019 ,
PC,1-4,T,Y25-29,EE,2019 ,
PC,1-4,T,Y25-29,EL,2019 ,
PC,1-4,T,Y25-29,ES,2019 ,
PC,1-4,T,Y25-29,EU28,2019 ,
PC,1-4,T,Y25-29,FI,2019 ,
PC,1-4,T,Y25-29,FR,2019 ,
PC,1-4,T,Y25-29,HR,2019 ,
PC,1-4,T,Y25-29,HU,2019 ,
PC,1-4,T,Y25-29,IE,2019 ,
PC,1-4,T,Y25-29,IS,2019 ,
PC,1-4,T,Y25-29,IT,2019 ,
PC,1-4,T,Y25-29,LT,2019 ,
PC,1-4,T,Y25-29,LU,2019 ,
PC,1-4,T,Y25-29,LV,2019 ,
PC,1-4,T,Y25-29,MT,2019 ,
PC,1-4,T,Y25-29,NL,2019 ,
PC,1-4,T,Y25-29,NO,2019 ,
PC,1-4,T,Y25-29,PL,2019 ,
PC,1-4,T,Y25-29,PT,2019 ,
PC,1-4,T,Y25-29,RO,2019 ,
PC,1-4,T,Y25-29,SE,2019 ,
PC,1-4,T,Y25-29,SI,2019 ,
PC,1-4,T,Y25-29,SK,2019 ,
PC,1-4,T,Y25-29,TR,2019 ,
PC,1-4,T,Y25-29,UK,2019 ,
PC,1-4,T,Y25-34,AT,2019 ,48.1
PC,1-4,T,Y25-34,BE,2019 ,65.6
PC,1-4,T,Y25-34,BG,2019 ,29.3
PC,1-4,T,Y25-34,CY,2019 ,53.4
PC,1-4,T,Y25-34,CZ,2019 ,27.5
PC,1-4,T,Y25-34,DE,2019 ,44.5
PC,1-4,T,Y25-34,DK,2019 ,24.5
PC,1-4,T,Y25-34,EE,2019 ,42.1
PC,1-4,T,Y25-34,EL,2019 ,42.8
PC,1-4,T,Y25-34,ES,2019 ,56.3
PC,1-4,T,Y25-34,EU27_2020,2019 ,47.0
PC,1-4,T,Y25-34,EU28,2019 ,
PC,1-4,T,Y25-34,FI,2019 ,45.8
PC,1-4,T,Y25-34,FR,2019 ,51.6
PC,1-4,T,Y25-34,HR,2019 ,33.2
PC,1-4,T,Y25-34,HU,2019 ,41.9
PC,1-4,T,Y25-34,IE,2019 ,45.2
PC,1-4,T,Y25-34,IS,2019 ,51.4
PC,1-4,T,Y25-34,IT,2019 ,52.3
PC,1-4,T,Y25-34,LT,2019 ,45.4
PC,1-4,T,Y25-34,LU,2019 ,29.7
PC,1-4,T,Y25-34,LV,2019 ,31.3
PC,1-4,T,Y25-34,MT,2019 ,49.8
PC,1-4,T,Y25-34,NL,2019 ,30.9
PC,1-4,T,Y25-34,NO,2019 ,62.1
PC,1-4,T,Y25-34,PL,2019 ,39.7
PC,1-4,T,Y25-34,PT,2019 ,40.7
PC,1-4,T,Y25-34,RO,2019 ,13.5
PC,1-4,T,Y25-34,RS,2019 ,39.1
PC,1-4,T,Y25-34,SE,2019 ,48.5
PC,1-4,T,Y25-34,SI,2019 ,54.5
PC,1-4,T,Y25-34,SK,2019 ,26.4
PC,1-4,T,Y25-34,TR,2019 ,52.2
PC,1-4,T,Y25-34,UK,2019 ,
PC,1-4,T,Y25-64,AT,2019 ,
PC,1-4,T,Y25-64,BE,2019 ,
PC,1-4,T,Y25-64,BG,2019 ,
PC,1-4,T,Y25-64,CY,2019 ,
PC,1-4,T,Y25-64,CZ,2019 ,
PC,1-4,T,Y25-64,DE,2019 ,
PC,1-4,T,Y25-64,DK,2019 ,
PC,1-4,T,Y25-64,EE,2019 ,
PC,1-4,T,Y25-64,EL,2019 ,
PC,1-4,T,Y25-64,ES,2019 ,
PC,1-4,T,Y25-64,EU27_2020,2019 ,
PC,1-4,T,Y25-64,EU28,2019 ,
PC,1-4,T,Y25-64,FI,2019 ,
PC,1-4,T,Y25-64,FR,2019 ,
PC,1-4,T,Y25-64,HR,2019 ,
PC,1-4,T,Y25-64,HU,2019 ,
PC,1-4,T,Y25-64,IE,2019 ,
PC,1-4,T,Y25-64,IS,2019 ,
PC,1-4,T,Y25-64,IT,2019 ,
PC,1-4,T,Y25-64,LT,2019 ,
PC,1-4,T,Y25-64,LU,2019 ,
PC,1-4,T,Y25-64,LV,2019 ,
PC,1-4,T,Y25-64,MT,2019 ,
PC,1-4,T,Y25-64,NL,2019 ,
PC,1-4,T,Y25-64,NO,2019 ,
PC,1-4,T,Y25-64,PL,2019 ,
PC,1-4,T,Y25-64,PT,2019 ,
PC,1-4,T,Y25-64,RO,2019 ,
PC,1-4,T,Y25-64,SE,2019 ,
PC,1-4,T,Y25-64,SI,2019 ,
PC,1-4,T,Y25-64,SK,2019 ,
PC,1-4,T,Y25-64,TR,2019 ,
PC,1-4,T,Y25-64,UK,2019 ,
PC,1-4,T,Y35-44,AT,2019 ,49.4
PC,1-4,T,Y35-44,BE,2019 ,60.0
PC,1-4,T,Y35-44,BG,2019 ,41.7
PC,1-4,T,Y35-44,CY,2019 ,49.9
PC,1-4,T,Y35-44,CZ,2019 ,34.3
PC,1-4,T,Y35-44,DE,2019 ,49.6
PC,1-4,T,Y35-44,DK,2019 ,30.0
PC,1-4,T,Y35-44,EE,2019 ,37.6
PC,1-4,T,Y35-44,EL,2019 ,51.1
PC,1-4,T,Y35-44,ES,2019 ,60.3
PC,1-4,T,Y35-44,EU27_2020,2019 ,51.4
PC,1-4,T,Y35-44,EU28,2019 ,
PC,1-4,T,Y35-44,FI,2019 ,37.7
PC,1-4,T,Y35-44,FR,2019 ,50.0
PC,1-4,T,Y35-44,HR,2019 ,58.0
PC,1-4,T,Y35-44,HU,2019 ,43.2
PC,1-4,T,Y35-44,IE,2019 ,46.5
PC,1-4,T,Y35-44,IS,2019 ,59.8
PC,1-4,T,Y35-44,IT,2019 ,59.8
PC,1-4,T,Y35-44,LT,2019 ,31.9
PC,1-4,T,Y35-44,LU,2019 ,22.8
PC,1-4,T,Y35-44,LV,2019 ,30.9
PC,1-4,T,Y35-44,MT,2019 ,45.6
PC,1-4,T,Y35-44,NL,2019 ,28.6
PC,1-4,T,Y35-44,NO,2019 ,60.8
PC,1-4,T,Y35-44,PL,2019 ,53.3
PC,1-4,T,Y35-44,PT,2019 ,51.0
PC,1-4,T,Y35-44,RO,2019 ,15.3
PC,1-4,T,Y35-44,RS,2019 ,32.5
PC,1-4,T,Y35-44,SE,2019 ,47.2
PC,1-4,T,Y35-44,SI,2019 ,47.2
PC,1-4,T,Y35-44,SK,2019 ,51.4
PC,1-4,T,Y35-44,TR,2019 ,58.9
PC,1-4,T,Y35-44,UK,2019 ,
PC,1-4,T,Y45-54,AT,2019 ,56.0
PC,1-4,T,Y45-54,BE,2019 ,65.7
PC,1-4,T,Y45-54,BG,2019 ,38.7
PC,1-4,T,Y45-54,CY,2019 ,56.2
PC,1-4,T,Y45-54,CZ,2019 ,32.7
PC,1-4,T,Y45-54,DE,2019 ,53.2
PC,1-4,T,Y45-54,DK,2019 ,28.3
PC,1-4,T,Y45-54,EE,2019 ,47.4
PC,1-4,T,Y45-54,EL,2019 ,44.8
PC,1-4,T,Y45-54,ES,2019 ,62.2
PC,1-4,T,Y45-54,EU27_2020,2019 ,56.2
PC,1-4,T,Y45-54,EU28,2019 ,
PC,1-4,T,Y45-54,FI,2019 ,36.4
PC,1-4,T,Y45-54,FR,2019 ,55.3
PC,1-4,T,Y45-54,HR,2019 ,56.6
PC,1-4,T,Y45-54,HU,2019 ,49.0
PC,1-4,T,Y45-54,IE,2019 ,51.6
PC,1-4,T,Y45-54,IS,2019 ,54.1
PC,1-4,T,Y45-54,IT,2019 ,65.6
PC,1-4,T,Y45-54,LT,2019 ,39.7
PC,1-4,T,Y45-54,LU,2019 ,38.8
PC,1-4,T,Y45-54,LV,2019 ,13.0
PC,1-4,T,Y45-54,MT,2019 ,48.5
PC,1-4,T,Y45-54,NL,2019 ,28.7
PC,1-4,T,Y45-54,NO,2019 ,53.9
PC,1-4,T,Y45-54,PL,2019 ,51.3
PC,1-4,T,Y45-54,PT,2019 ,59.8
PC,1-4,T,Y45-54,RO,2019 ,13.9
PC,1-4,T,Y45-54,RS,2019 ,40.0
PC,1-4,T,Y45-54,SE,2019 ,45.6
PC,1-4,T,Y45-54,SI,2019 ,67.7
PC,1-4,T,Y45-54,SK,2019 ,35.4
PC,1-4,T,Y45-54,TR,2019 ,61.9
PC,1-4,T,Y45-54,UK,2019 ,
PC,1-4,T,Y45-64,AT,2019 ,61.9
PC,1-4,T,Y45-64,BE,2019 ,67.2
PC,1-4,T,Y45-64,BG,2019 ,40.6
PC,1-4,T,Y45-64,CY,2019 ,57.4
PC,1-4,T,Y45-64,CZ,2019 ,43.2
PC,1-4,T,Y45-64,DE,2019 ,55.1
PC,1-4,T,Y45-64,DK,2019 ,32.3
PC,1-4,T,Y45-64,EE,2019 ,47.5
PC,1-4,T,Y45-64,EL,2019 ,53.3
PC,1-4,T,Y45-64,ES,2019 ,64.9
PC,1-4,T,Y45-64,EU27_2020,2019 ,57.3
PC,1-4,T,Y45-64,EU28,2019 ,
PC,1-4,T,Y45-64,FI,2019 ,39.6
PC,1-4,T,Y45-64,FR,2019 ,56.1
PC,1-4,T,Y45-64,HR,2019 ,61.6
PC,1-4,T,Y45-64,HU,2019 ,55.5
PC,1-4,T,Y45-64,IE,2019 ,52.0
PC,1-4,T,Y45-64,IS,2019 ,57.5
PC,1-4,T,Y45-64,IT,2019 ,66.2
PC,1-4,T,Y45-64,LT,2019 ,38.0
PC,1-4,T,Y45-64,LU,2019 ,36.1
